Date,Adj Close,Pct Change,Predicted Adj Close,Predicted Pct Change
2020-02-10,371.070007,0.011724018128429714,371.070007,0.007070150563915972
2020-02-11,373.690002,0.007060648800968794,373.6935278192433,0.003060513265428804
2020-02-12,380.01001,0.016912435350625366,374.837221818339,0.004458863149010281
2020-02-13,381.399994,0.003657756278578006,376.5085696935822,0.005948620836033538
2020-02-14,380.399994,-0.002621919286133978,378.74827641620664,0.003484916474770192
2020-02-18,387.77999900000003,0.019400644364889308,380.0681825244803,0.015369408299477829
2020-02-19,386.190002,-0.00410025530997038,385.90960560333946,0.004386705559585895
2020-02-20,386.0,-0.0004919909863435601,387.6024774157372,0.003290764899066659
2020-02-21,380.070007,-0.015362676165803224,388.87798604320824,0.0038035494906780583
2020-02-24,368.700012,-0.029915528167419825,390.3571027089588,0.0007666480514292335
2020-02-25,360.089996,-0.02335236159417331,390.6563692211122,-0.002247629869796845
2020-02-26,379.23999,0.05318113308540795,389.7783182968244,0.005755457864191195
2020-02-27,371.709991,-0.01985549836134104,392.0216709841571,-0.0036544700305497133
2020-02-28,369.02999900000003,-0.007209900365578226,390.58903953621945,-0.003604862297407451
2020-03-02,381.049988,0.03257184790551393,389.18101983381473,0.0005979428615967765
2020-03-03,368.769989,-0.03222674028794348,389.4137278464933,-0.005141112140330235
2020-03-04,383.790009,0.040730049754672315,387.41170820265046,0.0007872211257853521
2020-03-05,372.77999900000003,-0.028687588894477867,387.71668688372415,-0.003376689111237315
2020-03-06,368.97000099999997,-0.010220500054242576,386.40748816887884,-0.0011354123025800972
2020-03-09,346.48999,-0.06092639222449958,385.96875635300285,-0.0005071925649414766
2020-03-10,364.130005,0.05091060494994393,385.7729958694809,-0.0023541969887297936
2020-03-11,349.920013,-0.039024501702352166,384.8648102442717,-0.0006225553486579626
2020-03-12,315.25,-0.09907982313660912,384.6252105981439,-0.037906106755278994
2020-03-13,336.299988,0.06677236478984927,370.045566304439,-0.0007760831435471217
2020-03-16,298.839996,-0.11138862128059313,369.75838017808576,-0.01600062042027135
2020-03-17,319.75,0.0699705671258275,363.8420166896418,-0.002098009390001549
2020-03-18,315.47000099999997,-0.013385454261141572,363.0786727221498,-0.0012185381365194179
2020-03-19,332.02999900000003,0.052493099018946277,362.636247512881,0.0034496298527598116
2020-03-20,332.829987,0.0024093847014106107,363.88720833799425,0.005580404481698046
2020-03-23,360.269989,0.08244450041095597,365.9178461462362,0.0027171676570931285
2020-03-24,357.320007,-0.008188253504512799,366.91210628293794,0.0006107954840149646
2020-03-25,342.390015,-0.04178325228791335,367.1362145404859,0.0016036723796584373
2020-03-26,362.98999,0.06016523291428344,367.72498074731686,0.00046959506075464167
2020-03-27,357.119995,-0.01617123105791418,367.89766258199194,0.0008361665235715654
2020-03-30,370.959991,0.03875446962861884,368.20528629154325,0.0009565262192775257
2020-03-31,375.5,0.012238540840378676,368.5574843019577,0.0007791922386793164
2020-04-01,364.079987,-0.030412817576564555,368.84466143323294,0.0004442928958939905
2020-04-02,370.079987,0.016479895117113452,369.00853649599617,0.00014123285438832946
2020-04-03,361.76001,-0.022481564235463547,369.0606526248992,0.000999958321951106
2020-04-06,379.959991,0.050309543611522844,369.42969789579615,0.008164467411150286
2020-04-07,372.27999900000003,-0.02021263338749779,372.4458946249775,0.0003097605439833741
2020-04-08,371.119995,-0.003115944996013642,372.5612636679009,0.0015507668266579865
2020-04-09,370.72000099999997,-0.0010778023426090133,373.13901931649485,-0.0010743391061380128
2020-04-13,396.72000099999997,0.07013379350956583,372.7381414760172,0.024399661726991408
2020-04-14,413.549988,0.04242283463797425,381.8328260407795,0.005907538042179237
2020-04-15,426.75,0.031918782210193175,384.0885179863682,0.007463518795402057
2020-04-16,439.170013,0.029103721148213246,386.9551698594575,0.0049185336871855325
2020-04-17,422.959991,-0.036910584785304956,388.8584218978418,0.005200403630432761
2020-04-20,437.48999000000003,0.03435312868634899,390.8806426468037,0.0062237466981292355
2020-04-21,433.829987,-0.008365912554936461,393.31338475583937,0.018752247799988225
2020-04-22,421.420013,-0.028605615959876096,400.68889480983296,0.004518731173113196
2020-04-23,426.700012,0.012529065628404501,402.4995002095304,0.006482161002236147
2020-04-24,424.98999000000003,-0.004007550859876696,405.10856677320817,0.005496736514331802
2020-04-27,421.380005,-0.008494282418275434,407.33534182445914,0.0021400343939453072
2020-04-28,403.829987,-0.041648910227717106,408.2070534658329,-0.003689755460651237
2020-04-29,411.890015,0.019958963572459965,406.70086926123105,-0.0013938623069008303
2020-04-30,419.85000599999995,0.019325525528944842,406.133984249384,-0.0002338398855294196
2020-05-01,415.269989,-0.010908698188752508,406.03901392499756,-0.0007146895388397626
2020-05-04,428.14999400000005,0.031015978378346132,405.74882208938453,0.0024104634397892673
2020-05-05,424.67999299999997,-0.00810463867482869,406.72686479076856,0.0016061121258443044
2020-05-06,434.26000999999997,0.022558201841168524,407.3801137402157,0.003931230225500326
2020-05-07,436.52999900000003,0.005227257743581015,408.98161875661896,0.003584675624412228
2020-05-08,435.549988,-0.0022450026395552936,410.44768519620845,0.0032888424087411244
2020-05-11,440.51998899999995,0.011410862442728265,411.7975829498514,0.0035539860552679823
2020-05-12,431.82000700000003,-0.01974934672033668,413.2611058172483,0.002252689302796004
2020-05-13,438.26998899999995,0.014936737287394752,414.1920546895845,0.016451907747130744
2020-05-14,441.950012,0.00839670315641916,421.0063041629321,0.016008592879245657
2020-05-15,454.19000199999994,0.027695417281717205,427.7460226858724,0.006033650099017606
2020-05-18,452.579987,-0.0035448050219297755,430.3268925180054,0.005581113168998823
2020-05-19,451.040009,-0.003402664819997958,432.728595604812,0.006328294714200047
2020-05-20,447.670013,-0.007471612124768323,435.4670296890612,0.004378771386292399
2020-05-21,436.25,-0.02550989047372265,437.3738402583374,-0.00012406733778454418
2020-05-22,429.32000700000003,-0.01588537077363894,437.31957645035993,-0.0034776844494689126
2020-05-26,414.769989,-0.033890845436420625,435.79871695989016,-0.009651801896939365
2020-05-27,419.89001500000006,0.012344253769045022,431.59247407685297,-0.0057418874490108955
2020-05-28,413.440002,-0.015361196431403767,429.1143186668635,-0.004566286515394755
2020-05-29,419.73001100000005,0.015213837484453263,427.1548597399722,-0.0021561245627168047
